age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas
23,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
56,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a week,categories,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,No,4,Sometimes,3,3,Product recommendations,Reducing packaging waste
23,Female,Few times a month,Beauty and Personal Care,Sometimes,Multiple times a day,categories,Multiple pages,3,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
45,Female,Few times a month,Home and Kitchen,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness
23,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,4,3,Wide product selection,Customer service responsiveness
23,Female,Once a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
34,Prefer not to say,Few times a month,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Rarely,Yes,2,Sometimes,1,3,Product recommendations,Customer service responsiveness
34,Female,Few times a month,Clothing and Fashion,No,Few times a week,categories,First page,2,Maybe,Sometimes,Found a better price elsewhere,Rarely,Yes,Occasionally,Sometimes,2,Sometimes,2,2,Product recommendations,Reducing packaging waste
45,Others,Few times a month,Beauty and Personal Care,No,Few times a month,Filter,First page,2,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Moderately,No,2,Sometimes,3,2,Competitive prices,Product quality and accuracy
33,Prefer not to say,Once a week,Beauty and Personal Care,No,Few times a month,categories,Multiple pages,1,No,Rarely,Changed my mind or no longer need the item,Often,Yes,Moderately,No,2,Yes,2,2,Competitive prices,Product quality and accuracy
34,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,Filter,Multiple pages,2,Yes,Often,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,2,Sometimes,2,1,Competitive prices,Reducing packaging waste
45,Prefer not to say,Once a week,Beauty and Personal Care,Sometimes,Few times a month,categories,First page,3,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,Heavily,Sometimes,4,Sometimes,3,3,Competitive prices,Customer service responsiveness
45,Male,Few times a month,Beauty and Personal Care,No,Few times a week,others,First page,2,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Heavily,No,3,Sometimes,3,3,Product recommendations,Product quality and accuracy
34,Female,Once a week,Clothing and Fashion,No,Few times a week,categories,First page,2,Maybe,Often,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,2,Sometimes,2,3,Competitive prices,Customer service responsiveness
67,Prefer not to say,Few times a month,Home and Kitchen,Sometimes,Few times a week,Filter,Multiple pages,3,No,Sometimes,High shipping costs,Sometimes,Yes,Rarely,Sometimes,2,Sometimes,4,2,Product recommendations,Reducing packaging waste
34,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Always,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,4,Product recommendations,Reducing packaging waste
45,Others,Less than once a month,Beauty and Personal Care,No,Few times a week,Filter,First page,4,Maybe,Always,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,2,2,Product recommendations,Customer service responsiveness
23,Female,Once a month,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Competitive prices,Reducing packaging waste
21,Prefer not to say,Less than once a month,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
23,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,4,4,User-friendly website/app interface,Customer service responsiveness
23,Prefer not to say,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Yes,3,3,Competitive prices,Reducing packaging waste
42,Female,Once a week,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Never,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
23,Prefer not to say,Once a week,Clothing and Fashion,Sometimes,Few times a month,Keyword,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,4,Sometimes,3,3,Product recommendations,Shipping speed and reliability
23,Prefer not to say,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Always,Changed my mind or no longer need the item,Sometimes,Yes,Never,Sometimes,3,Sometimes,3,3,Wide product selection,Customer service responsiveness
25,Prefer not to say,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,Filter,Multiple pages,3,Maybe,Sometimes,others,Rarely,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
40,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Often,Yes,Heavily,Yes,2,Yes,2,1,Wide product selection,Product quality and accuracy
23,Female,Few times a month,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
23,Female,Multiple times a week,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Heavily,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
27,Male,Less than once a month,Clothing and Fashion,Sometimes,Rarely,categories,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Heavily,Yes,3,Sometimes,2,2,Wide product selection,Product quality and accuracy
39,Male,Once a month,Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Often,Yes,Moderately,Yes,1,Yes,2,1,All the above,Reducing packaging waste
32,Female,Once a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a week,others,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Rarely,Yes,Occasionally,Yes,5,Yes,1,2,Competitive prices,Shipping speed and reliability
36,Female,Less than once a month,Home and Kitchen,No,Rarely,Keyword,Multiple pages,1,Maybe,Sometimes,others,Sometimes,No,Rarely,Yes,2,Yes,1,2,Wide product selection,Product quality and accuracy
40,Female,Once a month,Clothing and Fashion,Yes,Rarely,categories,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Rarely,Sometimes,5,Yes,5,4,Product recommendations,Customer service responsiveness
23,Male,Once a month,Clothing and Fashion,Sometimes,Rarely,Filter,First page,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Yes,3,Sometimes,3,1,Product recommendations,Customer service responsiveness
45,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a month,categories,First page,3,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Sometimes,3,Sometimes,1,1,Competitive prices,Reducing packaging waste
45,Prefer not to say,Few times a month,Clothing and Fashion,Yes,Multiple times a day,Keyword,Multiple pages,2,Yes,Often,High shipping costs,Always,Yes,Heavily,Yes,1,Yes,1,1,Wide product selection,Product quality and accuracy
45,Prefer not to say,Few times a month,Beauty and Personal Care,Yes,Few times a month,Filter,Multiple pages,2,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,2,Sometimes,2,1,Wide product selection,Product quality and accuracy
45,Prefer not to say,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,Yes,Multiple times a day,Keyword,Multiple pages,1,Maybe,Often,Found a better price elsewhere,Often,Yes,Heavily,No,1,Sometimes,3,1,Product recommendations,Reducing packaging waste
45,Female,Few times a month,Clothing and Fashion,No,Multiple times a day,categories,First page,1,No,Sometimes,Found a better price elsewhere,Never,No,Moderately,Sometimes,4,No,4,4,User-friendly website/app interface,Shipping speed and reliability
32,Male,Once a month,Clothing and Fashion;Home and Kitchen,No,Rarely,others,First page,4,Maybe,Rarely,High shipping costs,Sometimes,Yes,Occasionally,No,2,No,3,5,Competitive prices,Customer service responsiveness
34,Prefer not to say,Once a month,Home and Kitchen,Sometimes,Few times a month,Filter,Multiple pages,2,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Rarely,No,3,No,3,2,Competitive prices,Reducing packaging waste
54,Male,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,categories,First page,4,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,3,No,2,3,Competitive prices,Reducing packaging waste
25,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Keyword,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Sometimes,No,Heavily,Sometimes,3,No,2,2,Product recommendations,Customer service responsiveness
26,Others,Once a month,Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Filter,First page,4,Maybe,Often,Found a better price elsewhere,Rarely,No,Occasionally,Sometimes,3,No,2,2,Product recommendations,Product quality and accuracy
36,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,categories,First page,3,No,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,3,No,2,2,Competitive prices,Reducing packaging waste
22,Male,Once a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Keyword,First page,2,No,Often,Found a better price elsewhere,Always,No,Occasionally,Sometimes,2,No,2,2,Competitive prices,Customer service responsiveness
34,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,First page,1,Yes,Often,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,2,Sometimes,2,2,Competitive prices,Product quality and accuracy
35,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Often,No,Rarely,Sometimes,2,Sometimes,2,3,Wide product selection,Customer service responsiveness
34,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,categories,Multiple pages,4,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Heavily,Sometimes,2,Sometimes,5,4,Competitive prices,Reducing packaging waste
21,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,First page,4,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Never,No,5,No,5,4,Product recommendations,Product quality and accuracy
24,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Rarely,others,First page,5,No,Never,others,Never,No,Never,No,5,No,5,5,User-friendly website/app interface,Reducing packaging waste
26,Prefer not to say,Less than once a month,Home and Kitchen;others,No,Rarely,others,First page,5,No,Never,others,Never,No,Never,No,5,No,5,5,User-friendly website/app interface,Product quality and accuracy
36,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Rarely,others,First page,5,Maybe,Rarely,others,Never,No,Rarely,No,4,No,5,4,Wide product selection,Customer service responsiveness
36,Female,Once a month,Groceries and Gourmet Food,Sometimes,Few times a month,categories,First page,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,No,3,Sometimes,3,3,Competitive prices,Reducing packaging waste
28,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,others,Multiple pages,4,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,4,Product recommendations,Reducing packaging waste
40,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Few times a month,categories,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,3,No,2,3,Wide product selection,Shipping speed and reliability
50,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Rarely,Sometimes,3,Sometimes,4,3,Product recommendations,Reducing packaging waste
27,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Filter,Multiple pages,2,Maybe,Often,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Yes,2,No,2,3,Wide product selection,Product quality and accuracy
27,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Filter,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,3,Sometimes,3,4,Wide product selection,Shipping speed and reliability
45,Male,Few times a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,Keyword,First page,4,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,No,2,Yes,2,3,Product recommendations,Product quality and accuracy
46,Female,Few times a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,categories,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,2,Yes,2,3,Competitive prices,Reducing packaging waste
60,Prefer not to say,Less than once a month,Home and Kitchen;others,Sometimes,Few times a month,categories,First page,4,Yes,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,Sometimes,4,No,3,4,Product recommendations,Customer service responsiveness
32,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Filter,First page,1,Yes,Always,Found a better price elsewhere,Often,No,Occasionally,No,2,No,2,4,Wide product selection,Reducing packaging waste
45,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,Multiple pages,2,No,Sometimes,others,Sometimes,No,Rarely,No,3,No,2,2,Competitive prices,Customer service responsiveness
25,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,Keyword,Multiple pages,3,No,Often,Found a better price elsewhere,Often,No,Occasionally,Yes,2,No,2,2,Product recommendations,Customer service responsiveness
37,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,3,No,2,3,Product recommendations,Shipping speed and reliability
37,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Rarely,Keyword,First page,3,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,1,No,2,3,Product recommendations,Customer service responsiveness
32,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,2,No,2,3,Product recommendations,Customer service responsiveness
56,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,No,2,No,2,2,Product recommendations,Reducing packaging waste
34,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,categories,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Never,Sometimes,3,No,3,2,Product recommendations,Customer service responsiveness
21,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,categories,First page,3,Maybe,Often,Changed my mind or no longer need the item,Rarely,No,Moderately,Sometimes,2,Yes,1,1,Wide product selection,Product quality and accuracy
46,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,Keyword,First page,1,Maybe,Often,Changed my mind or no longer need the item,Often,No,Occasionally,Yes,2,Yes,2,2,Competitive prices,Product quality and accuracy
21,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Keyword,Multiple pages,5,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,Yes,1,Yes,2,1,Competitive prices,Reducing packaging waste
31,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,2,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,No,5,Sometimes,3,2,Competitive prices,Customer service responsiveness
36,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,Sometimes,2,No,2,2,User-friendly website/app interface,Customer service responsiveness
35,Female,Few times a month,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,categories,First page,2,No,Often,High shipping costs,Sometimes,Yes,Rarely,Sometimes,3,Yes,2,1,Product recommendations,Product quality and accuracy
25,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,categories,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,2,Sometimes,4,3,Product recommendations,Customer service responsiveness
45,Female,Few times a month,Clothing and Fashion,Sometimes,Rarely,categories,Multiple pages,3,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,No,2,1,User-friendly website/app interface,Customer service responsiveness
36,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,Filter,Multiple pages,2,Maybe,Often,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,1,Yes,2,1,Competitive prices,Reducing packaging waste
36,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a month,categories,Multiple pages,1,No,Often,High shipping costs,Often,Yes,Moderately,Sometimes,1,Sometimes,1,2,Wide product selection,Product quality and accuracy
43,Male,Once a month,Beauty and Personal Care,Sometimes,Multiple times a day,Filter,Multiple pages,2,No,Always,Found a better price elsewhere,Often,No,Rarely,Sometimes,1,Yes,2,1,Competitive prices,Product quality and accuracy
34,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a week,categories,Multiple pages,4,Maybe,Always,High shipping costs,Often,Yes,Occasionally,Yes,1,Yes,1,1,Competitive prices,Customer service responsiveness
43,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Filter,Multiple pages,2,No,Often,Changed my mind or no longer need the item,Often,Yes,Moderately,No,2,No,2,2,Competitive prices,Reducing packaging waste
25,Female,Few times a month,Clothing and Fashion;others,No,Few times a week,Keyword,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Often,No,Moderately,No,2,No,2,2,Product recommendations,Customer service responsiveness
43,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,3,Sometimes,2,2,Competitive prices,Customer service responsiveness
56,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,Filter,First page,2,No,Rarely,Changed my mind or no longer need the item,Often,Yes,Occasionally,Sometimes,3,Sometimes,3,2,Product recommendations,Product quality and accuracy
32,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a month,categories,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,No,3,3,Product recommendations,Customer service responsiveness
21,Male,Once a week,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,4,Sometimes,3,2,Competitive prices,Customer service responsiveness
34,Male,Less than once a month,Clothing and Fashion,No,Few times a week,categories,First page,2,No,Often,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,2,No,3,3,User-friendly website/app interface,Customer service responsiveness
34,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion,No,Multiple times a day,Keyword,Multiple pages,5,No,Always,Changed my mind or no longer need the item,Sometimes,No,Never,Yes,2,No,3,2,User-friendly website/app interface,Product quality and accuracy
34,Female,Once a week,Clothing and Fashion,No,Few times a week,Keyword,Multiple pages,2,No,Often,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,4,Sometimes,4,4,User-friendly website/app interface,Shipping speed and reliability
45,Prefer not to say,Once a month,Clothing and Fashion,Sometimes,Few times a week,Keyword,First page,2,Maybe,Sometimes,others,Sometimes,Yes,Heavily,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
45,Female,Once a week,Beauty and Personal Care,Yes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,2,4,Product recommendations,Product quality and accuracy
45,Prefer not to say,Less than once a month,Home and Kitchen,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Never,Found a better price elsewhere,Rarely,No,Moderately,Sometimes,4,Yes,4,4,Competitive prices,Shipping speed and reliability
45,Female,Few times a month,Groceries and Gourmet Food,Sometimes,Multiple times a day,categories,Multiple pages,3,Maybe,Often,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Product quality and accuracy
45,Female,Few times a month,Beauty and Personal Care,Yes,Few times a month,others,Multiple pages,3,Maybe,Rarely,Found a better price elsewhere,Often,Yes,Occasionally,Yes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
45,Prefer not to say,Once a week,Clothing and Fashion,Sometimes,Multiple times a day,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,4,Sometimes,3,4,Product recommendations,Product quality and accuracy
25,Female,Once a month,Beauty and Personal Care,Sometimes,Few times a month,Keyword,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Rarely,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
45,Prefer not to say,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,categories,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Always,Yes,Occasionally,Sometimes,3,Sometimes,3,3,User-friendly website/app interface,Product quality and accuracy
60,Male,Once a week,Beauty and Personal Care,Sometimes,Few times a month,Filter,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
26,Male,Few times a month,Groceries and Gourmet Food,Sometimes,Few times a week,categories,Multiple pages,4,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Wide product selection,Customer service responsiveness
25,Prefer not to say,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,Filter,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness
45,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,2,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Moderately,Yes,4,Sometimes,3,4,Competitive prices,Customer service responsiveness
12,Female,Multiple times a week,Beauty and Personal Care,Yes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,Yes,3,Sometimes,4,4,Wide product selection,Customer service responsiveness
56,Prefer not to say,Few times a month,Beauty and Personal Care,Sometimes,Multiple times a day,categories,Multiple pages,4,No,Sometimes,Found a better price elsewhere,Often,Yes,Occasionally,Yes,3,Sometimes,3,4,Product recommendations,Customer service responsiveness
45,Female,Multiple times a week,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Yes,3,2,Competitive prices,Customer service responsiveness
41,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,4,Sometimes,3,3,Product recommendations,Product quality and accuracy
23,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,Keyword,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness
23,Female,Multiple times a week,Beauty and Personal Care,Yes,Few times a week,Keyword,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,4,Sometimes,3,3,Competitive prices,Customer service responsiveness
45,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
25,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,Sometimes,4,Sometimes,4,4,Product recommendations,Reducing packaging waste
25,Male,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,2,Yes,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,3,Sometimes,3,2,Product recommendations,Product quality and accuracy
23,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Keyword,Multiple pages,4,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
23,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,User-friendly website/app interface,Customer service responsiveness
23,Female,Once a month,Clothing and Fashion,Sometimes,Few times a month,Filter,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness
